SIGN ID,LOCATION DESCRIPTION,LIMIT,LATITUDE,LONGITUDE
71254,,70,-38.384687,142.531477
71255,,70,-38.38513,142.510361
78729,,80,-38.335737,143.559125
94269,,100,-38.247043,143.977013
94272,,60,-38.246247,143.979713
94273,,100,-38.247428,143.975706
97471,,60,-38.210418,144.265521
97472,,60,-38.210641,144.263423
104442,,70,-38.385224,142.536785
104844,,100,-38.312409,142.059538
51373,,40,-38.148476,144.352563
51374,,70,-38.150606,144.352188
51384,,70,-38.177205,144.351828
59062,,40,-38.38418,142.228886
70789,,40,-38.147758,144.352695
70790,,70,-38.158452,144.350698
70791,,70,-38.172981,144.352959
70838,,80,-38.099926,144.355048
70839,,70,-38.115309,144.354565
70894,,70,-38.17876,144.351441
51385,,70,-38.181569,144.349269
51386,,70,-38.186626,144.330707
59065,,60,-38.371747,142.230995
59068,,60,-38.36472,142.236188
59070,,60,-38.363634,142.237281
59075,,80,-38.351705,142.257315
59229,,80,-38.236506,142.931089
59776,,100,-38.300318,142.800006
70513,,60,-38.385394,142.219836
70515,,60,-38.371687,142.231032
70516,,60,-38.368182,142.233431
70518,,80,-38.36154,142.240036
70521,,80,-38.355128,142.25389
70661,,60,-38.238184,142.926904
70663,,50,-38.241023,142.919726
70667,,40,-38.242349,142.908272
70670,,80,-38.245642,142.903953
70671,,80,-38.247571,142.901503
70674,,100,-38.249917,142.898665
70675,,40,-38.243326,142.907035
70684,,60,-38.23896,143.99352
70688,,60,-38.243441,143.989094
70897,,70,-38.183642,144.33388
70898,,70,-38.185386,144.332024
70925,,80,-38.076429,144.367814
85061,,80,-38.359527,142.243024
60049,,80,-38.149854,141.625615
60053,,60,-38.137464,141.628644
60055,,60,-38.135951,141.62907
71466,,80,-38.284255,141.614029
71467,,60,-38.28327,141.614265
71473,,80,-38.146023,141.626244
71474,,80,-38.143865,141.626891
71475,,80,-38.140562,141.627772
71476,,60,-38.134014,141.629585
71477,,60,-38.132362,141.630014
71478,,60,-38.130419,141.630391
51403,,70,-38.368457,142.466433
51405,,70,-38.363682,142.458275
59267,,80,-38.241555,143.161366
59271,,60,-38.235927,143.152227
59274,,60,-38.230786,143.143922
59277,,80,-38.225131,143.134892
59279,,100,-38.222943,143.131362
60019,,80,-38.119316,141.629957
70702,,80,-38.242872,143.163471
70704,,60,-38.237696,143.155102
70706,,60,-38.233799,143.148794
70708,,60,-38.232524,143.146753
71240,,100,-38.353546,142.432763
71244,,70,-38.359748,142.451875
71260,,70,-38.371357,142.472308
71438,,80,-38.121769,141.632874
71469,,80,-38.223378,141.623338
71470,,80,-38.222481,141.622794
81437,,60,-38.239613,143.158219
81529,,100,-38.227699,146.371554
81527,,100,-38.228734,146.366138
76689,,80,-38.228297,146.458842
90240,,60,-37.909564,145.119494
81472,,110,-38.245332,146.43825
81132,,110,-38.234715,146.379354
104444,,70,-38.386156,142.545215
80696,,110,-38.2427,146.404869
104445,,70,-38.38551,142.539063
92263,,80,-38.21383,146.481902
92267,,80,-38.206996,146.503102
81555,,80,-38.232504,146.455522
92266,,80,-38.208257,146.497816
92264,,80,-38.210882,146.487364
19645,,60,-38.200438,146.530241
38021,,70,-38.161757,144.350051
38019,,70,-38.141661,144.353799
39178,,80,-38.088163,144.357314
39912,,80,-38.055508,144.393838
35356,,100,-37.978314,144.540751
90238,,60,-37.909812,145.119886
90239,,60,-37.90996,145.12012
104705,,60,-38.253247,141.709498
104707,,60,-38.254069,141.705209
104702,,60,-38.251804,141.720346
104704,,60,-38.252435,141.713848
104701,,60,-38.25142,141.72233
104443,,70,-38.38581,142.541735
81467,,110,-38.244625,146.425596
81468,,110,-38.245359,146.433237
83910,,40,-37.8813,147.985401
83907,,40,-37.881516,147.98309
88616,,80,-38.217388,146.476576
95203,,80,-38.241843,146.410474
99167,,60,-37.892164,144.684089
99169,,60,-37.894285,144.679516
19653,,90,-38.189336,146.569381
117212,,80,-37.893354,145.092689
21539,,40,-38.094141,147.068469
17910,,110,-38.186016,146.234745
164,,100,-38.043266,145.337162
35352,,100,-38.02839,144.434606
47510,,100,-37.911011,144.682249
47517,,100,-37.868533,144.762076
47518,,50,-37.86729,144.772239
47520,,100,-37.86623,144.77419
6029,,60,-37.854672,144.980137
70556,,100,-37.980151,144.536506
71660,,100,-37.965142,144.563185
71657,,40,-37.868822,144.759319
71658,,40,-37.868687,144.760645
60212,,100,-37.869559,144.751248
67689,,100,-37.869558,144.751269
35310,,100,-38.011828,144.470568
36107,,40,-38.337318,143.599379
34768,,80,-38.257569,141.691472
21536,,80,-38.091703,147.069254
39175,,80,-38.090449,144.35656
4475,,80,-38.027413,145.314831
4450,,80,-38.00736,145.275608
4636,,80,-38.00259,145.243316
3766,,80,-37.993686,145.216651
4689,,60,-37.982288,145.211441
3786,,80,-37.962672,145.189647
4800,,80,-37.926443,145.146364
4794,,60,-37.911872,145.123132
22377,,60,-37.880943,147.969644
22382,,80,-37.870414,147.958277
47836,,80,-37.811544,144.867992
47835,,80,-37.810118,144.871524
47822,,40,-37.78827,144.930515
47824,,40,-37.788082,144.928774
23072,,80,-37.738724,148.42421
22666,,80,-37.73715,148.081472
22878,,60,-37.566459,149.148912
22923,,100,-37.564261,149.166983
22920,,80,-37.563976,149.15884
65533,,70,-37.85607,144.985714
57887,,70,-38.094499,147.068665
69485,,40,-38.097785,147.06801
57944,,60,-37.733487,148.089873
57913,,60,-38.112388,147.056002
59296,,50,-38.339579,143.591042
59301,,40,-38.336868,143.5693
59438,,80,-38.207693,144.2767
59440,,80,-38.204599,144.297158
59843,,80,-38.310175,143.728636
60018,,100,-38.118167,141.625746
60234,,80,-37.822509,144.828605
70530,,80,-38.338183,142.32459
70681,,60,-38.23526,144.005745
71201,,80,-38.298306,142.815626
59074,,80,-38.353102,142.255181
59231,,60,-38.239271,142.924175
70524,,80,-38.351038,142.25865
70527,,80,-38.34378,142.313377
70529,,80,-38.341059,142.317378
70660,,60,-38.237554,142.928474
70683,,60,-38.236035,143.998989
70687,,60,-38.242482,143.990306
51404,,70,-38.364844,142.460654
51406,,70,-38.363024,142.457549
51407,,70,-38.368317,142.466548
51380,,70,-38.120834,144.353152
70893,,70,-38.17891,144.351217
59275,,60,-38.227349,143.138447
60047,,100,-38.218574,141.620115
70703,,60,-38.238501,143.156399
59462,,80,-38.07669,144.367188
59465,,80,-38.071033,144.374046
71464,,80,-38.286015,141.613124
34785,,40,-38.252218,141.718047
39176,,80,-38.086248,144.357382
83908,,40,-37.881437,147.984067
83912,,40,-37.880241,147.989127
83913,,40,-37.879779,147.991027
84925,,60,-38.124629,141.633038
90802,,60,-38.244093,142.906014
109519,,80,-37.912795,145.124618
81439,,60,-38.240751,143.160071
85062,,80,-38.357552,142.246559
97735,,40,-37.858363,144.997554
71656,,70,-37.871746,144.74937
59871,,40,-38.500393,143.208333
71282,,40,-38.499955,143.208632
23942,,60,-37.27469,142.942435
23940,,60,-37.273054,142.944355
23934,,80,-37.268834,142.954436
27473,,100,-37.187035,143.388551
27476,,80,-37.185357,143.39173
27464,,60,-37.182009,143.40096
27463,,60,-37.179763,143.40569
27461,,60,-37.179221,143.406822
27460,,80,-37.176278,143.410293
27480,,100,-37.174794,143.241516
27959,,80,-37.108464,144.057198
27944,,80,-37.108367,144.053987
27997,,90,-37.107777,144.098797
27973,,60,-37.105867,144.071936
27974,,60,-37.10574,144.070918
27991,,60,-37.105631,144.064609
27975,,40,-37.105525,144.069007
27752,,40,-37.105469,144.068492
27972,,80,-37.105173,144.076907
27971,,90,-37.104247,144.081317
27940,,100,-37.103167,144.041963
27419,,100,-37.095559,143.460895
27417,,80,-37.093463,143.463007
27409,,80,-37.091181,143.48195
27411,,60,-37.090759,143.477286
27414,,60,-37.090774,143.46852
27412,,60,-37.090294,143.473182
27737,,60,-37.079768,144.16192
28010,,60,-37.071947,144.204686
28006,,80,-37.069019,144.192757
28001,,100,-37.068861,144.182708
27785,,60,-37.051071,143.725149
27786,,80,-37.05106,143.718502
27906,,60,-37.050458,143.804621
27903,,80,-37.05007,143.801195
27867,,60,-37.049186,143.755249
27870,,60,-37.048993,143.746547
27866,,80,-37.04976,143.75902
27868,,60,-37.04892,143.754009
27901,,80,-37.04902,143.79188
27869,,60,-37.048449,143.751868
27911,,60,-37.048146,143.817284
27897,,80,-37.048125,143.778226
27733,,100,-37.04802,143.772031
27912,,60,-37.047039,143.819053
27919,,80,-37.044222,143.824907
51351,,60,-37.084416,144.270313
58603,,60,-37.050763,143.807224
58651,,80,-37.085035,144.273237
58653,,50,-37.08046,144.261395
58657,,60,-37.067272,144.22093
70123,,60,-37.070675,144.227848
70085,,60,-37.047911,143.739734
72321,,60,-37.045461,143.821571
58573,,80,-37.183375,143.256532
58575,,80,-37.182941,143.255318
58601,,50,-37.048067,143.742134
58634,,50,-37.081023,144.266213
58637,,40,-37.068296,144.223421
58652,,60,-37.083974,144.269271
58654,,50,-37.080223,144.253487
58656,,40,-37.06872,144.223872
70067,,80,-37.176224,143.244756
70117,,60,-37.071104,144.23558
27909,,60,-37.049704,143.814384
23948,,50,-37.281431,142.932654
23945,,60,-37.27985,142.936586
23943,,60,-37.27614,142.940782
23938,,60,-37.272087,142.945473
23935,,80,-37.269291,142.952899
27968,,90,-37.107842,144.095488
27970,,90,-37.105778,144.085192
27420,,60,-37.090926,143.478749
27998,,100,-37.083766,144.155949
28004,,80,-37.068941,144.187952
27787,,100,-37.051422,143.715054
27907,,60,-37.051217,143.811195
27783,,60,-37.050934,143.731502
27899,,80,-37.048465,143.786912
27888,,60,-37.047426,143.74046
58655,,60,-37.075943,144.242683
70064,,80,-37.181502,143.25218
45031,,60,-38.382737,141.626393
49972,,70,-37.876196,144.809179
49974,,60,-37.875866,144.799227
49975,,60,-37.874823,144.792353
49971,,70,-37.874541,144.812202
49976,,60,-37.874414,144.790315
49977,,60,-37.873063,144.784604
49973,,70,-37.876213,144.802297
49978,,60,-37.871816,144.779105
50838,,60,-37.78486,144.995421
50839,,60,-37.786157,144.994093
50840,,60,-37.787724,144.992486
38721,,60,-38.163738,144.310785
38720,,60,-38.157608,144.31187
38719,,60,-38.153487,144.311868
38718,,60,-38.152915,144.312796
38717,,60,-38.150776,144.313853
38713,,60,-38.149656,144.327869
38710,,40,-38.149659,144.333355
38714,,40,-38.149562,144.325764
38716,,60,-38.149538,144.315123
38711,,50,-38.149447,144.331652
38722,,60,-38.166777,144.310232
38715,,60,-38.14944,144.320861
33489,,60,-34.188933,142.156654
33490,,40,-34.188081,142.15565
33493,,60,-34.186322,142.153575
33538,,60,-34.18085,142.146957
33540,,60,-34.179205,142.144993
33565,,80,-34.177716,142.107082
33563,,80,-34.176394,142.120313
33568,,100,-34.175493,142.097361
33571,,80,-34.174484,142.08434
33572,,80,-34.174338,142.082664
33408,,40,-34.168941,142.072001
33405,,60,-34.168897,142.069369
33403,,50,-34.167928,142.063456
58921,,60,-34.170796,142.076442
58938,,60,-34.171943,142.07759
58939,,80,-34.173849,142.079209
97301,,60,-34.172471,142.136981
33494,,60,-34.184869,142.15179
33543,,60,-34.176639,142.141954
33561,,80,-34.17232,142.128649
2564,,60,-37.821194,145.056968
1649,,60,-37.821193,145.056958
2677,,60,-37.820853,145.054147
2563,,40,-37.820289,145.049488
2712,,40,-37.820187,145.048648
1648,,60,-37.820904,145.054567
1647,,40,-37.820623,145.05225
2904,,40,-37.820613,145.052168
2921,,60,-37.819877,145.04596
33141,,100,-34.533389,142.368944
32644,,80,-34.477572,142.361547
33130,,80,-34.474342,142.360412
33126,,80,-34.470318,142.352643
32650,,80,-34.469454,142.352258
33121,,80,-34.456565,142.347959
33120,,80,-34.454811,142.344165
33119,,80,-34.45296,142.34036
33117,,80,-34.452333,142.339583
107198,,80,-34.522243,142.372266
107199,,80,-34.520115,142.373734
33140,,80,-34.531264,142.36758
32652,,100,-34.480185,142.362029
33127,,80,-34.471807,142.354212
33125,,100,-34.458558,142.352027
33786,,80,-34.392464,141.34191
33789,,80,-34.390436,141.338521
33784,,100,-34.389321,141.586399
33782,,80,-34.388582,141.589641
33766,,60,-34.38723,141.597121
33772,,60,-34.387015,141.598039
33734,,100,-34.327072,142.170866
33733,,80,-34.325643,142.178289
33732,,80,-34.322257,142.185926
33768,,80,-34.386032,141.600995
49783,,60,-37.728485,145.213051
49781,,60,-37.72433,145.209356
49663,,60,-37.710771,145.189046
49662,,60,-37.709088,145.186944
49666,,80,-37.708193,145.200161
49665,,80,-37.708075,145.196647
49661,,60,-37.704574,145.179642
49780,,60,-37.723846,145.205541
49664,,60,-37.710967,145.192386
48441,,40,-37.716235,144.933359
48440,,60,-37.71594,144.931029
48439,,60,-37.715495,144.927509
48438,,60,-37.715381,144.926596
48437,,60,-37.715143,144.924651
48119,,60,-37.847378,145.360281
48120,,60,-37.840545,145.353233
48121,,60,-37.832225,145.352474
48122,,60,-37.828817,145.355776
48124,,60,-37.822387,145.362786
48123,,60,-37.823335,145.361392
46577,,80,-37.810544,145.231546
46576,,80,-37.810485,145.228049
49623,,60,-37.80384,145.231033
49622,,60,-37.809704,145.2306
49625,,60,-37.792323,145.235601
49627,,60,-37.786067,145.23351
49628,,60,-37.783483,145.23329
49629,,60,-37.780086,145.233394
49631,,60,-37.768274,145.230043
49632,,70,-37.76449,145.231431
49633,,70,-37.75936,145.23397
49634,,60,-37.75288,145.234267
49635,,60,-37.748935,145.235211
71886,,60,-37.799513,145.234712
71887,,60,-37.745191,145.234959
60383,,60,-37.742815,145.231326
14371,,60,-37.80384,145.231032
60384,,50,-37.736676,145.224833
49630,,60,-37.772894,145.229844
4290,,60,-37.837601,145.112036
2960,,60,-37.837295,145.107845
3137,,60,-37.836053,145.098814
2816,,60,-37.834569,145.086004
3037,,60,-37.834394,145.084484
2637,,40,-37.834164,145.080965
2859,,40,-37.834087,145.080293
2978,,60,-37.832261,145.064616
3006,,60,-37.830398,145.048355
3005,,60,-37.828813,145.034814
2953,,60,-37.828574,145.032754
2609,,40,-37.828193,145.029394
3290,,40,-37.828101,145.028587
2685,,60,-37.827667,145.025772
3048,,60,-37.837341,145.108252
2755,,60,-37.835196,145.091394
584,,60,-37.807832,144.751302
55000,,80,-37.803808,144.751816
66050,,80,-37.797575,144.752327
31771,,100,-35.059865,142.882725
31773,,100,-35.057266,142.882847
31776,,40,-35.054413,142.882845
31777,,60,-35.051398,142.882919
31779,,60,-35.048632,142.882983
33175,,100,-34.869882,142.842544
33172,,80,-34.863946,142.842778
33168,,100,-34.602847,142.77126
31725,,60,-35.055118,142.882903
31781,,60,-35.04757,142.883026
33173,,80,-34.864791,142.842752
35258,,80,-38.013294,143.972508
35265,,80,-38.011709,143.964508
35267,,80,-38.010557,143.96302
35269,,100,-37.904505,143.73025
35271,,80,-37.903595,143.726935
35276,,60,-37.901154,143.720758
35274,,60,-37.902812,143.724828
35278,,60,-37.899491,143.716627
35279,,60,-37.898846,143.715049
35281,,60,-37.898412,143.713987
35283,,80,-37.897032,143.710613
35105,,100,-37.690599,143.374761
35107,,80,-37.688726,143.372485
5932,,100,-38.414377,144.88736
5933,,60,-38.410831,144.887594
5934,,60,-38.4098,144.887627
5952,,100,-38.389939,144.888427
5953,,80,-38.381209,144.888931
5958,,80,-38.377418,144.889087
5959,,70,-38.373187,144.889198
5936,,40,-38.369727,144.889332
5940,,40,-38.368286,144.88939
5941,,70,-38.367997,144.889401
5945,,70,-38.363817,144.889571
5946,,70,-38.362556,144.889621
5939,,40,-38.368646,144.889377
20505,,100,-38.154996,146.833539
20503,,80,-38.154907,146.828028
20502,,80,-38.154883,146.826889
19505,,100,-38.154249,146.793781
57482,,60,-38.152613,146.789588
57874,,80,-38.162389,147.075249
57876,,80,-38.160181,147.079615
43546,,100,-37.637435,142.963031
43548,,80,-37.634307,142.959938
43549,,80,-37.633638,142.959667
46870,,60,-37.799432,144.957592
46871,,60,-37.795722,144.958049
46872,,60,-37.791723,144.958539
46873,,60,-37.789402,144.958824
46874,,60,-37.787322,144.959083
46875,,60,-37.784315,144.959447
46876,,60,-37.781384,144.959804
46877,,60,-37.780971,144.959857
25095,,30,-36.547317,145.028719
83258,,60,-36.440102,145.214744
83259,,60,-36.4401,145.215854
83261,,60,-36.440126,145.220384
83980,,100,-36.543635,145.030132
84209,,80,-36.551731,145.027829
15027,,60,-36.440098,145.218045
28997,,40,-36.768829,144.277321
15348,,80,-36.180024,146.472943
15411,,80,-36.062474,146.467007
15413,,60,-36.056836,146.464038
68545,,80,-36.180363,146.471878
68563,,60,-36.059778,146.465733
15444,,80,-36.049034,146.452751
15442,,80,-36.047629,146.45011
56902,,100,-36.043279,146.443212
50002,,40,-37.852212,144.725411
50000,,40,-37.852481,144.728647
424,,40,-37.850193,144.703385
50001,,40,-37.852442,144.728198
31700,,60,-35.504192,142.854381
31705,,50,-35.504189,142.851203
31607,,80,-35.504189,142.861787
31709,,100,-35.504197,142.865116
31770,,80,-35.467572,143.260948
31767,,80,-35.4665,143.265208
31740,,100,-35.464311,143.26768
25565,,80,-35.344098,143.528378
25563,,80,-35.343776,143.529337
69904,,60,-35.3405,143.544701
58390,,60,-35.340351,143.5385
69905,,60,-35.339667,143.55296
31768,,80,-35.467572,143.261997
4957,,60,-38.111783,145.150155
5054,,60,-38.111503,145.147891
5206,,40,-38.111234,145.145703
114943,,50,-38.109772,145.134792
114940,,50,-38.110716,145.132209
116828,,50,-38.110619,145.13142
114946,,60,-38.109219,145.135756
22088,,60,-38.369891,147.189512
22090,,60,-38.367052,147.188425
22093,,80,-38.365022,147.185624
22094,,80,-38.363025,147.182847
22098,,100,-38.355751,147.171719
22097,,80,-38.36047,147.178575
57903,,100,-38.175621,147.088556
38827,,60,-38.111245,144.351646
38836,,40,-38.110591,144.34153
38831,,60,-38.111535,144.349586
38838,,60,-38.110221,144.338467
38839,,60,-38.110187,144.338187
50266,,60,-37.687972,145.01392
50265,,60,-37.688606,145.01941
50264,,60,-37.690685,145.02885
65520,,60,-37.835477,145.056411
26316,,100,-37.030845,145.09815
26332,,80,-37.029421,145.105496
24309,,80,-37.020588,145.053905
26331,,60,-37.019957,145.128063
24310,,100,-37.017395,145.047354
70007,,80,-37.021441,145.119674
106148,,60,-38.166173,144.329723
106297,,60,-38.15915,144.332851
49164,,70,-37.708571,144.881925
80145,,70,-37.707985,144.877191
80146,,70,-37.707209,144.870437
80147,,70,-37.706803,144.866885
40429,,60,-38.050536,144.167305
40523,,80,-38.049407,144.150366
40520,,80,-38.048783,144.147004
40425,,40,-38.048613,144.169236
40431,,40,-38.048218,144.169614
40413,,80,-38.047367,144.19135
40414,,80,-38.046787,144.187963
40423,,60,-38.046009,144.171727
40480,,100,-38.030252,144.069985
40482,,80,-38.029959,144.066765
40484,,80,-38.02956,144.062304
40487,,80,-38.029196,144.058262
40491,,40,-38.028746,144.053279
40494,,60,-38.028531,144.05086
40496,,60,-38.028254,144.048322
40502,,80,-38.024267,144.036968
40503,,80,-38.023561,144.03406
35251,,60,-38.013971,143.980265
35252,,60,-38.013959,143.979199
35247,,100,-38.013707,143.98482
35249,,80,-38.013762,143.983853
35255,,80,-38.013884,143.97796
40524,,80,-38.050291,144.156652
40428,,60,-38.049607,144.168298
40489,,60,-38.029093,144.057116
23694,,60,-35.968205,147.735349
17147,,80,-36.41976,145.431793
17148,,80,-36.409889,145.431842
17149,,80,-36.400381,145.431823
16714,,80,-36.378369,145.431814
16715,,80,-36.376759,145.431811
16717,,80,-36.370825,145.431804
16720,,80,-36.362268,145.43181
16722,,80,-36.353992,145.43182
57121,,60,-36.358481,145.43093
57118,,60,-36.357918,145.431145
4060,,70,-38.031693,145.293367
4061,,60,-38.030124,145.299668
54688,,70,-38.030857,145.286902
79057,,80,-38.722631,143.7108
79058,,80,-38.717129,143.709802
77518,,80,-38.659629,143.721515
77525,,80,-38.708318,143.709052
77522,,80,-38.682568,143.720241
77520,,80,-38.673754,143.719941
85389,,80,-38.717703,143.714413
35110,,60,-37.683524,143.358746
35112,,60,-37.680255,143.35755
35114,,80,-37.677659,143.356593
43611,,80,-37.443465,143.379245
43628,,50,-37.430853,143.383508
111565,,40,-37.43336,143.383136
43630,,60,-37.432644,143.383252
111564,,40,-37.43375,143.383069
527,,80,-37.64201,144.939811
528,,80,-37.641924,144.939106
531,,80,-37.640397,144.927517
421,,80,-37.637716,144.904922
49217,,80,-37.636295,144.892132
49218,,80,-37.63552,144.886461
47870,,60,-37.811018,144.86761
47887,,60,-37.810055,144.859139
47889,,60,-37.80911,144.850876
47890,,60,-37.808688,144.8456
47892,,60,-37.808142,144.84082
47888,,60,-37.809404,144.853452
47891,,60,-37.808501,144.843959
4298,,70,-37.935925,145.057104
4118,,70,-37.933728,145.040484
4539,,70,-37.932517,145.030485
4655,,70,-37.931227,145.020117
4541,,40,-37.929487,145.00546
3515,,40,-37.929408,145.004792
4657,,70,-37.928816,144.99983
4545,,40,-37.927781,144.991298
3517,,40,-37.927692,144.990588
3742,,70,-37.927608,144.989913
54693,,70,-37.936718,145.063573
4302,,70,-37.929959,145.009421
4654,,70,-37.934756,145.048839
3514,,70,-37.932079,145.026927
3740,,70,-37.932043,145.026638
4119,,70,-37.930605,145.014955
4121,,70,-37.928221,144.994835
54842,,100,-38.25854,145.550556
65881,,90,-38.254865,145.548721
20329,,100,-38.666792,146.338471
20295,,60,-38.665459,146.433909
20298,,60,-38.665436,146.432905
20332,,80,-38.665376,146.332921
20291,,60,-38.665364,146.43831
20306,,40,-38.66513,146.429742
20303,,60,-38.664942,146.428244
20288,,80,-38.664661,146.441186
20334,,80,-38.658874,146.319645
20335,,80,-38.656651,146.316305
20284,,80,-38.62185,146.666278
20257,,60,-38.619068,146.668108
20244,,80,-38.615148,146.667026
20241,,80,-38.61161,146.66605
20240,,100,-38.608775,146.665261
20129,,70,-38.581564,146.007857
20133,,50,-38.578649,146.012285
20134,,50,-38.578054,146.013504
20125,,60,-38.577629,146.015017
20137,,60,-38.57688,146.019081
20141,,80,-38.576517,146.021427
20143,,100,-38.576521,146.026319
20236,,80,-38.574739,146.673466
20234,,60,-38.57144,146.674196
20233,,60,-38.570313,146.674453
20203,,60,-38.568847,146.674788
20204,,60,-38.561437,146.676261
20205,,40,-38.560892,146.676382
20206,,40,-38.558176,146.676988
20607,,80,-38.553606,146.680034
20604,,100,-38.551444,146.68237
20602,,80,-38.527061,146.869174
20531,,80,-38.524715,146.873129
20509,,100,-38.522516,146.875689
18436,,100,-38.488665,145.951972
18435,,70,-38.485846,145.951055
18434,,60,-38.482702,145.949904
18446,,50,-38.476116,145.946548
18378,,60,-38.4734,145.944548
18377,,60,-38.472616,145.943525
18370,,60,-38.470445,145.940682
18220,,60,-38.438978,145.828144
18227,,60,-38.435529,145.826985
18226,,40,-38.434495,145.825394
18225,,40,-38.434138,145.825039
18224,,40,-38.434057,145.824959
18285,,50,-38.432535,145.824439
18284,,50,-38.431042,145.822892
18283,,50,-38.430346,145.822191
18275,,80,-38.424539,145.813433
18124,,100,-38.411415,145.768177
4836,,100,-38.215442,145.386971
5589,,100,-38.193407,145.351359
5592,,100,-38.163624,145.321695
4851,,100,-38.127538,145.29065
5195,,100,-38.126686,145.290307
5426,,80,-38.116019,145.285327
4984,,60,-38.109954,145.283377
5593,,60,-38.106997,145.282705
5570,,60,-38.104905,145.281926
4852,,80,-38.099119,145.283026
5042,,80,-38.091608,145.280632
5352,,80,-38.083785,145.277165
328,,80,-38.079458,145.274724
3984,,80,-38.076924,145.273113
3848,,60,-38.075092,145.271953
8,,60,-38.073741,145.271095
325,,80,-38.069261,145.268258
324,,80,-38.058923,145.262969
6,,80,-38.038543,145.249431
3497,,80,-38.017315,145.233734
3633,,80,-38.009552,145.229665
4494,,80,-38.006883,145.228393
3613,,80,-38.002655,145.226406
109503,,80,-38.16134,145.319263
54888,,100,-38.01309,145.250151
54889,,80,-38.001915,145.252507
65919,,100,-38.03759,145.247501
65921,,100,-38.010053,145.250807
65922,,100,-37.998273,145.252725
54879,,80,-38.00456,145.25144
54880,,100,-38.002745,145.251687
65904,,100,-38.024502,145.246705
65941,,80,-38.037894,145.245941
65066,,100,-38.258572,145.550555
65067,,100,-38.272257,145.547942
65843,,100,-38.272217,145.54795
54869,,90,-38.253617,145.547151
57360,,100,-38.38426,145.738366
688,,40,-38.113271,147.068517
57902,,100,-38.154239,147.08315
57904,,60,-38.171842,147.088119
57906,,80,-38.167922,147.087279
57912,,60,-38.118153,147.067784
69158,,50,-38.565409,146.675477
69159,,50,-38.564924,146.675488
69495,,80,-38.156196,147.083725
69498,,80,-38.163015,147.086256
65503,,100,-38.369626,145.686563
54630,,100,-38.215603,145.500321
65506,,100,-38.365367,145.701959
1579,,90,-38.254885,145.548747
1578,,90,-38.253653,145.547196
1577,,100,-38.215606,145.500341
111711,,60,-38.12074,147.068701
54887,,80,-38.035244,145.24778
20308,,40,-38.665224,146.430503
20286,,100,-38.66398,146.444918
20337,,80,-38.661831,146.326086
20249,,80,-38.616375,146.667365
20127,,70,-38.581949,146.00689
20238,,80,-38.575817,146.673229
20610,,60,-38.555656,146.678175
18302,,60,-38.441465,145.829598
18276,,60,-38.428762,145.821009
5351,,80,-38.102834,145.282311
4103,,80,-38.06927,145.268264
3561,,80,-38.051442,145.258191
3418,,80,-38.013599,145.231595
3839,,80,-38.002222,145.226212
65587,,80,-38.022209,145.240924
69475,,40,-38.113866,147.068482
111487,,60,-38.116795,147.067775
38523,,60,-38.193799,144.315776
38525,,60,-38.189623,144.315282
38527,,60,-38.18811,144.315557
38583,,60,-38.172845,144.318321
38585,,60,-38.181248,144.316784
50368,,60,-37.740823,145.03345
50367,,60,-37.74105,145.037295
50366,,40,-37.741254,145.039201
50364,,40,-37.741444,145.040987
50363,,60,-37.741599,145.042437
50362,,60,-37.741669,145.043094
50361,,60,-37.742789,145.054465
50365,,40,-37.741341,145.040021
5906,,60,-37.833376,144.995894
102,,80,-37.833126,144.994081
103,,80,-37.832131,145.00217
101,,80,-37.831224,144.990281
107,,80,-37.830209,145.016657
104,,80,-37.830251,145.005045
5873,,60,-37.830002,144.98908
100,,80,-37.829879,144.988817
98,,60,-37.827621,144.987625
99,,60,-37.827556,144.987924
3223,,60,-37.825984,144.981373
71538,,60,-37.827523,144.963427
54898,,60,-37.83004,145.005024
71541,,80,-37.826678,144.964768
114,,100,-37.837631,145.031195
113,,100,-37.837573,145.028497
115,,100,-37.837232,145.033977
112,,100,-37.835973,145.026228
111,,100,-37.833504,145.024102
106,,80,-37.830923,145.009679
109,,100,-37.830828,145.019027
105,,80,-37.830789,145.007159
102662,,60,-37.826839,144.962754
102663,,80,-37.826162,144.966418
222,,80,-37.831047,145.007242
5764,,60,-37.830716,145.016628
46884,,60,-37.812792,144.951258
46885,,60,-37.809706,144.949691
46886,,60,-37.806914,144.946569
46887,,60,-37.80591,144.944316
92703,,40,-37.82074,144.954912
92925,,40,-37.81884,144.954043
92926,,40,-37.817813,144.953571
92927,,40,-37.816798,144.953105
92930,,60,-37.812912,144.951315
92928,,40,-37.815845,144.952666
92929,,40,-37.814836,144.952203
50116,,60,-37.735785,144.999586
50117,,60,-37.729169,145.000726
50118,,40,-37.719421,145.004951
71920,,60,-37.716486,145.006666
50119,,40,-37.719004,145.005193
3255,,60,-38.03763,145.111779
3245,,40,-38.036431,145.115334
3172,,60,-38.035485,145.118139
3250,,60,-38.034545,145.120929
49528,,80,-37.802901,145.17804
49529,,60,-37.801951,145.178073
49530,,60,-37.801469,145.178138
49531,,80,-37.798572,145.178657
49532,,60,-37.797066,145.178931
49533,,60,-37.79166,145.180086
49534,,70,-37.778259,145.182546
60377,,70,-37.773589,145.183371
71875,,60,-37.789014,145.18056
71876,,70,-37.771703,145.183659
79586,,60,-37.7823,145.18185
108526,,60,-38.028459,145.130551
